Month-Year,Country,"International Reserves and Liquidity, Reserves, Official Reserve Assets, US Dollar","Prices, Consumer Price Index, All items, Index","Economic Activity, Industrial Production, Index","Exchange Rates, National Currency Per U.S. Dollar, Period Average, Rate",Monthly_Nominal_ER_Growth (%),Monthly_Real_ER,Monthly_Real_ER_Growth (%),Real_ER_Index,Monthly_Inflation_Rate (%),Monthly_Industrial_Growth (%),YOY_Monthly_Industrial_Growth (%),International_Reserves_Index
1961-05-01,Germany,7159.2182880248,25.1764148613103,36.1871462423272,4.000000003,0.0,7.368933872359546,0.8403517309282238,4.444562031730052,0.8403517309282238,-2.124430955994039,7.295627376425684,151.54492386298892
1961-06-01,Germany,7299.59367954056,25.3162751052316,35.5539713689842,4.000000003,0.0,7.409869839394786,0.5555208900542397,4.469252502287731,0.5555208900542397,-1.7497231450718576,3.3550792171481048,154.51636252621233
1961-07-01,Germany,7186.6474441504,25.3162751052316,33.9509970060904,4.000000003,0.0,7.360470707132113,-0.6666666666672261,4.4394574856057885,0.0,-4.508566275924297,4.955401387512426,152.12553884208978
1961-08-01,Germany,7108.42864956172,25.3162751052316,32.9491380292817,4.000000003,0.0,7.385087666018837,0.3344481605350502,4.454305169504132,0.0,-2.9508970727103456,5.762799073835723,150.46981879086243
1961-09-01,Germany,7135.83328821364,25.3162751052316,36.6760534230098,4.000000003,0.0,7.360470707132113,-0.3333333333332522,4.4394574856057885,0.0,11.31111651666279,5.827937095281932,151.04991478890523
1961-10-01,Germany,6908.70033718235,25.3162751052316,36.74818726934,4.000000003,0.0,7.360470707132113,0.0,4.4394574856057885,0.0,0.1966783216782675,2.389459580169495,146.2420091788209
1961-11-01,Germany,6791.2304719609,25.4561466509909,38.5755780430389,4.000000003,0.0,7.401137053624369,0.552496546896819,4.463985334914713,0.5524965468967968,4.972737186477616,3.505376344085942,143.75543018863178
1961-12-01,Germany,7166.98749497453,25.4561466509909,37.6057785534882,4.000000003,0.0,7.401137053624369,0.0,4.463985334914713,0.0,-2.514024516933211,4.336224149432821,151.7093809068036
1962-01-01,Germany,6460.48968439089,25.7358897425094,33.9509970060903,4.000000003,0.0,7.482469746608852,1.0989215899556148,4.513041033532543,1.0989215899556148,-9.718670076726532,1.4367816091952923,136.7543742836147
1962-02-01,Germany,6444.19648003649,25.805825515389,35.8505216261195,4.000000003,0.0,7.4778766643072805,-0.061384575642997596,4.510270722445515,0.27174414243811285,5.594900849858564,2.993322588072589,136.40948294016988
1962-03-01,Germany,6649.12011355997,25.8757499864307,35.9627298315221,4.000000003,0.0,7.498139010495545,0.27096389921725805,4.522491927860308,0.27096389921725805,0.3129890453835049,-0.7300884955752984,140.74726608780608
1962-04-01,Germany,6552.62335507788,25.9456857593104,37.8622544515512,4.000000003,0.0,7.49350925209604,-0.061745433007109884,4.519699495636739,0.2702753462851204,5.2819255627367,2.406243225666471,138.70464169379164
1962-05-01,Germany,6589.7055988364,25.9456857593104,37.8301949642933,4.000000003,0.0,7.49350925209604,0.0,4.519699495636739,0.0,-0.08467400508050948,4.540420819490487,139.48959133228132
1962-06-01,Germany,6831.71838532627,25.9456857593104,38.6076375302968,4.000000003,0.0,7.49350925209604,0.0,4.519699495636739,0.0,2.0550847457627475,8.588818755635529,144.61247037115973
1962-07-01,Germany,6738.21117208988,26.01562153219,34.9929303419713,4.000000003,0.0,7.488910053157887,-0.06137576912801368,4.5169254953090165,0.26954682766286986,-9.362673863400495,3.068932955618342,142.63312808259562
1962-08-01,Germany,6781.26495904488,25.8757499864307,34.4719636740309,4.000000003,0.0,7.448646343759614,-0.5376444517623091,4.492640495993251,-0.537644451762298,-1.4887769125054962,4.6217465336904295,143.54448217233227
1962-09-01,Germany,6999.95335507788,25.8757499864307,39.0564703519071,4.000000003,0.0,7.424144217628832,-0.32894736842096206,4.477862073309066,0.0,13.299232736572787,6.4903846153847145,148.17363510401128
1962-10-01,Germany,7048.54923838914,25.9456857593104,38.575578043039,4.000000003,0.0,7.4442098491217354,0.2702753462851204,4.489964630533873,0.2702753462851204,-1.2312743689717909,4.972737186477882,149.2023031987917
1962-11-01,Germany,6982.58054284655,26.01562153219,41.0361436900809,4.000000003,0.0,7.464275480614611,0.26954682766289206,4.502067187758663,0.26954682766286986,6.378558071888452,6.37855807188874,147.80589083348295
1962-12-01,Germany,6960.27092138115,26.1554930779492,39.5774370198476,4.000000003,0.0,7.504406743600361,0.5376444517619205,4.526272302208241,0.5376444517619205,-3.5546874999998868,5.242966751918288,147.3336451565993
1963-01-01,Germany,6791.48970243331,26.5051606405094,34.4719636740309,4.000000003,0.0,7.604731658396454,1.3368800256149171,4.586783132521403,1.3368800256149393,-12.89995949777234,1.5344664778096373,143.76091752825795
1963-02-01,Germany,6815.37465000169,26.7149679591483,35.4417631635816,4.000000003,0.0,7.664928552875108,0.7915715791521727,4.6230908041957886,0.7915715791521727,2.8132992327364326,-1.1401743796109698,144.26650939808206
1963-03-01,Germany,6967.06539676417,26.7149679591483,37.8301949642933,4.000000003,0.0,7.639797639586999,-0.3278688524589346,4.607933129427937,0.0,6.739032112166332,5.192779139736858,147.47746927442665
1963-04-01,Germany,6976.69987266575,26.7849037320279,38.9442621465045,4.000000003,0.0,7.6597974821241595,0.2617849775696568,4.619996006137234,0.2617849775696568,2.944915254237346,2.8577476714648498,147.68140996434903
1963-05-01,Germany,7219.19292179755,26.7149679591483,38.4633698376364,4.000000003,0.0,7.639797639586999,-0.26110145318899436,4.607933129427937,-0.26110145318899436,-1.2348219798311466,1.673728813559472,152.81445510832125
1963-06-01,Germany,7230.78727897371,26.5750964133891,41.1082775364112,4.000000003,0.0,7.574962013484865,-0.8486563278348735,4.5688276133426475,-0.5235699551393247,6.876432590123094,6.477060411044477,153.05988217938017
1963-07-01,Germany,7294.70307497469,26.5750964133891,35.8905959851919,4.000000003,0.0,7.550287870118418,-0.32573289902341207,4.553945438706324,0.0,-12.69253265743815,2.56527714154855,154.4128391711809
1963-08-01,Germany,7350.99524083847,26.5051606405094,35.8905959851919,4.000000003,0.0,7.53041831971502,-0.26316281902356575,4.54196114751303,-0.26316281902355465,0.0,4.1153220181353145,155.6044206604866
1963-09-01,Germany,7429.25458865854,26.5750964133891,40.0262698414578,4.000000003,0.0,7.550287870118418,0.2638571930509981,4.553945438706324,0.2638571930509759,11.523001339883665,2.483069977426511,157.2609991345356
1963-10-01,Germany,7461.92722756051,26.7849037320279,40.7716529202035,4.000000003,0.0,7.585189065090447,0.4622498581829726,4.574996045038474,0.7894884570694982,1.862234681618169,5.692915021815947,157.9526071251851
1963-11-01,Germany,7616.06880821528,26.8548395049075,43.7131108761136,4.000000003,0.0,7.604994103966532,0.26110145318900546,4.586941426195409,0.26110145318900546,7.214468252408102,6.523437500000195,161.21544577106366
1963-12-01,Germany,7673.53212816122,27.0646355217085,40.3628944576655,4.000000003,0.0,7.639602117061613,0.4550695585290532,4.607815200293583,0.7812223817709407,-7.664099743307862,1.9846091535032917,162.43181801950988
1964-01-01,Germany,7590.80042479256,27.2045070674678,37.7500462461486,4.000000003,0.0,7.67908400685992,0.5168055769571023,4.631628646224577,0.5168055769571023,-6.473391580619614,9.509416414786976,160.68056960332032
1964-02-01,Germany,7804.88882118874,27.2744428403474,39.9861954823855,4.000000003,0.0,7.698824951759059,0.2570742146003946,4.643535369190066,0.2570742146003946,5.923566878981079,12.822252374491239,165.21235064791807
1964-03-01,Germany,7783.76855341706,27.2744428403474,40.5151770221404,4.000000003,0.0,7.698824951759059,0.0,4.643535369190066,0.0,1.3229104028862348,7.097457627118686,164.7652809759709
1964-04-01,Germany,7633.83982841057,27.2744428403474,41.9658688205593,4.000000003,0.0,7.698824951759059,0.0,4.643535369190066,0.0,3.580613254203824,7.758798106606335,161.59161922941004
1964-05-01,Germany,7577.90357722339,27.2744428403474,44.1298842104659,4.000000003,0.0,7.698824951759059,0.0,4.643535369190066,0.0,5.156608097784554,14.73223588247543,160.40757167193837
1964-06-01,Germany,7882.48037839136,27.2045070674678,42.0780770259619,4.000000003,0.0,7.654312768128119,-0.5781685375346735,4.616687908656115,-0.2564150376562102,-4.649473301852424,2.3591343341781146,166.85479346159096
1964-07-01,Germany,7765.88250418597,27.2744428403474,39.3209611217846,4.000000003,0.0,7.64931482345194,-0.06529579895128146,4.61367340540107,0.2570742146003946,-6.552380952380932,9.557838320678847,164.38667260563125
1964-08-01,Germany,7739.10894387474,27.2744428403474,38.166819580501,4.000000003,0.0,7.673990032559842,0.3225806451611968,4.628556222837844,0.0,-2.9351814105179175,6.342117016525006,163.8199351497147
1964-09-01,Germany,7781.94490896996,27.2744428403474,42.7513262583772,4.000000003,0.0,7.64931482345194,-0.3215434083600255,4.613673405401071,0.0,12.01175976480464,6.808169803764441,164.72667842918852
1964-10-01,Germany,7712.07540037117,27.344378613227,44.5707021602617,4.000000003,0.0,7.668928816936936,0.2564150376562102,4.625503557800865,0.2564150376562102,4.255718035245737,9.317869078041884,163.24769442074458
1964-11-01,Germany,7596.73530774206,27.4842501589862,46.4782416521053,4.000000003,0.0,7.683451173125182,0.1893661622751397,4.634262696374173,0.5115184650476667,4.279805790325453,6.325632563256112,160.80619803767354
1964-12-01,Germany,7905.57437120243,27.6940461757872,43.4967093371229,4.000000003,0.0,7.74210139796603,0.7633317830663344,4.669637496446384,0.7633317830663344,-6.414899120537932,7.7640984908659005,167.34364255676383
1965-01-01,Germany,7501.14427457856,27.7639819486668,42.3345529240248,4.000000003,0.0,7.761652526087293,0.2525299930377978,4.6814297316910505,0.2525299930377978,-2.671826054910875,12.144373673036046,158.78274585896594
1965-02-01,Germany,7598.74956082433,27.7639819486668,43.0799360027704,4.000000003,0.0,7.761652526087293,0.0,4.6814297316910505,0.0,1.760696705793241,7.737021447183556,160.8488353505355
1965-03-01,Germany,7764.98360075094,27.9038534944261,42.5990436939023,4.000000003,0.0,7.775832243089184,0.1826894073682528,4.689982207924238,0.5037877708533145,-1.1162790697673564,5.14342235410481,164.36764479461317
1965-04-01,Germany,7724.08946017828,27.9737892673057,45.4282934444098,4.000000003,0.0,7.7704950447794605,-0.068638290318912,4.686763084320458,0.2506312359100038,6.6415804327374595,8.250572956455127,163.50200567450247
1965-05-01,Germany,7550.78961439257,28.0437250401853,45.4683678034822,4.000000003,0.0,7.789921643422244,0.25000464617548346,4.698480209786497,0.25000464617546125,0.08821453775593735,3.0330548492553344,159.83362864247474
1965-06-01,Germany,7449.14080045314,28.2535210569863,45.1317431872745,4.000000003,0.0,7.798526158813024,0.11045702106702304,4.70367001106165,0.7481032441317037,-0.7403490216816633,7.2571428571426955,157.681946552409
1965-07-01,Germany,7348.16431515223,28.3234568298659,40.9960693310085,4.000000003,0.0,7.817829804299841,0.24752940611736385,4.715312977505752,0.24752940611736385,-9.16355887053818,4.2600896860983894,155.54449618265633
1965-08-01,Germany,7261.96881509101,28.3234568298659,39.6575857379922,4.000000003,0.0,7.817829804299841,0.0,4.715312977505752,0.0,-3.2649071358748505,3.905921881562313,153.71992679971694
1965-09-01,Germany,7353.73405753042,28.3234568298659,45.2038770336047,4.000000003,0.0,7.817829804299841,0.0,4.715312977505752,0.0,13.985448666127741,5.736782902137261,155.66239539325187
1965-10-01,Germany,7401.56874532134,28.4633283756252,46.285884728558,4.000000003,0.0,7.831653382039207,0.17682116502155676,4.7236506488469905,0.4938364218727953,2.393617021276606,3.8482287358387657,156.6749506510529
1965-11-01,Germany,7429.88965087735,28.6031999213844,48.1533498613292,4.000000003,0.0,7.87013888345141,0.49140966198100156,4.746863124533653,0.49140966198100156,4.034632034631902,3.6040696671837624,157.2744420066099
1965-12-01,Germany,7424.0546326153,28.7430714671437,44.4985683139314,4.000000003,0.0,7.883754496860928,0.17300347060136279,4.755075362483793,0.4890066361237011,-7.589880159786899,2.303298323198555,157.15092748830827
1966-01-01,Germany,7262.83218469539,28.882931711065,42.5589693348299,4.000000003,0.0,7.922115874774456,0.4865876775945077,4.778212973257971,0.4865876775945077,-4.358789625360293,0.5301022340022055,153.7382024376005
1966-02-01,Germany,7212.9288851109,28.9528674839446,43.9054677996607,4.000000003,0.0,7.891665000475359,-0.3843780472343128,4.759846571538666,0.24213529838041925,3.163841807909673,1.9162790697674348,152.68185921243395
1966-03-01,Germany,7154.14429214102,29.0228032568243,45.2038770336047,4.000000003,0.0,7.8860833399562615,-0.07072855371789144,4.756480000899426,0.24155041955165046,2.9572836801753377,6.11476952022576,151.43751851662944
1966-04-01,Germany,7162.73408524697,29.2326105754631,47.4079667825836,4.000000003,0.0,7.893909003242928,0.09923383952863407,4.76120003863073,0.7229050784040458,4.875886524822581,4.35779816513755,151.61934556671636
1966-05-01,Germany,7177.08430480636,29.2326105754631,46.6225093447657,4.000000003,0.0,7.893909003242928,0.0,4.76120003863073,0.0,-1.6568047337276903,2.538339502908471,151.92310819037914
1966-06-01,Germany,7412.69775377137,29.2326105754631,46.7347175501682,4.000000003,0.0,7.869545086566206,-0.30864197530923176,4.7465049767830765,0.0,0.24067388688313596,3.5517670040843274,156.91052731185277
1966-07-01,Germany,7670.00856377479,29.2326105754631,42.7112518993048,4.000000003,0.0,7.8453311016844705,-0.3076923076922311,4.731900346085286,0.0,-8.609157948893865,4.183773216031161,162.35723190197788
1966-08-01,Germany,7664.59288229198,29.1626748025835,39.3930949681147,4.000000003,0.0,7.778693137839825,-0.8493964496965267,4.69170775254246,-0.23923888938711668,-7.768812159879834,-0.6669361358125125,162.2425938220982
1966-09-01,Germany,7685.17976842836,29.1626748025835,45.2840257517493,4.000000003,0.0,7.778693137839825,0.0,4.69170775254246,0.0,14.954221770091426,0.17730496453880473,162.67837297655313
1966-10-01,Germany,7864.42177667235,29.2326105754631,46.5503754984354,4.000000003,0.0,7.749947136922374,-0.36954794858297113,4.674369642789432,0.23981261442247437,2.796460176991178,0.5714285714284006,166.47253253414345
1966-11-01,Germany,7909.07687816343,29.5123423651437,47.2556842181087,4.000000003,0.0,7.824107690491305,0.9569168958019736,4.719099475673523,0.9569168958019736,1.5151515151515804,-1.8641810918774593,167.4177829348582
1966-12-01,Germany,8054.13897023534,29.5822781380233,43.9375272869186,4.000000003,0.0,7.8426485779497686,0.23697127125430484,4.730282385692782,0.23697127125430484,-7.021709633649865,-1.2608069164264601,170.48842875316146
1967-01-01,Germany,7789.90835068864,29.652213910903,40.1785524059326,4.000000003,0.0,7.861189465408256,0.23641104499589893,4.741465295712055,0.23641104499592114,-8.555271798613829,-5.593220338983129,164.89524699636902
1967-02-01,Germany,7974.80696764971,29.652213910903,41.7013780506817,4.000000003,0.0,7.861189465408256,0.0,4.741465295712055,0.0,3.790145621384422,-5.020080321285258,168.8091445341221
1967-03-01,Germany,8048.99513089198,29.7221496837826,42.7112518993048,4.000000003,0.0,7.855852382100461,-0.06789154912599793,4.738246241471524,0.23585346136292262,2.4216798001153617,-5.514184397163269,170.379544974194
1967-04-01,Germany,8008.32533428718,29.7221496837826,44.202018056796,4.000000003,0.0,7.8321186891031855,-0.3021148036252863,4.723931298143819,0.0,3.4903358979170296,-6.762468300929914,169.51865472304647
1967-05-01,Germany,7859.89291565743,29.7920854566622,44.0497354923211,4.000000003,0.0,7.826901319478835,-0.06661504800239415,4.720784449041961,0.2352985017021192,-0.3445149592021579,-5.518308406395223,166.37666649541126
1967-06-01,Germany,7809.31234034249,29.7920854566622,43.3444267726479,4.000000003,0.0,7.803397111312238,-0.3003003003002158,4.706607919164962,0.0,-1.6011644832604088,-7.254330303549883,165.3059868308632
1967-07-01,Germany,7844.1277901435,29.7920854566622,41.5170359989489,4.000000003,0.0,7.780033646907118,-0.2994011976047095,4.692516278688424,0.0,-4.215976331361149,-2.7960217676863186,166.0429534209412
1967-08-01,Germany,7895.5077224121,29.652213910903,38.2790277859035,4.000000003,0.0,7.720392042147198,-0.7665982882172906,4.656543529221681,-0.4694922950683189,-7.799227799227704,-2.828077314343902,167.1305537161794
1967-09-01,Germany,8012.6539039044,29.652213910903,45.3160852390072,4.000000003,0.0,7.6974146848789085,-0.29761904761897995,4.642684768718048,0.0,18.38358458961473,0.07079646017704722,169.6102810328874
1967-10-01,Germany,8063.37690320748,29.7221496837826,46.662583703838,4.000000003,0.0,7.692674439445548,-0.061582305584662045,4.639825696396444,0.23585346136292262,2.9713477184294845,0.2410468319560044,170.68397550038887
1967-11-01,Germany,8218.52213477295,29.7920854566622,48.8586585810025,4.000000003,0.0,7.687962242801732,-0.061255635876811265,4.6369835416625405,0.2352985017021192,4.706286499484746,3.3921302578019397,173.9680592312373
1967-12-01,Germany,8153.28714034222,29.7920854566622,49.2674170435404,4.000000003,0.0,7.6652838881032075,-0.29498525073738957,4.623305124135515,0.0,0.8366141732283117,12.130609266690918,172.58717770667985
1968-01-01,Germany,7908.19413689707,30.0718172463428,42.1902852313643,4.000000003,0.0,7.691877009358219,0.3469293719999822,4.6393447275683215,0.9389466544311498,-14.36473076297391,5.0069818471973,167.39909724144596
1968-02-01,Germany,8231.10497030848,30.1417530192224,44.5707021602616,4.000000003,0.0,7.6872222577923655,-0.0605151585261976,4.6365372207518565,0.2325625096305295,5.642097264437762,6.880645781280115,174.23441021768537
1968-03-01,Germany,8559.86943330607,30.1417530192224,47.1114165254482,4.000000003,0.0,7.664810531093268,-0.2915451895042942,4.623019619525178,0.0,5.700413594677123,10.302120472884146,181.1936316730731
1968-04-01,Germany,8540.49297905579,30.1417530192224,48.7865247346722,4.000000003,0.0,7.6425291051307935,-0.29069767441852745,4.609580609003306,0.0,3.555631167063633,10.371713508612835,180.78347470258305
1968-05-01,Germany,8431.02472196148,30.1417530192224,49.1952831972102,4.000000003,0.0,7.6203768468550575,-0.28985507246369613,4.596219505788807,0.0,0.8378511582062043,11.681222707423732,178.4662721785979
1968-06-01,Germany,8889.42314953009,30.1417530192224,52.7378565392054,4.000000003,0.0,7.5764553664697365,-0.5763688760805463,4.569728327081097,0.0,7.201042684913528,21.67159763313593,188.16955988544123
1968-07-01,Germany,8835.62612360769,30.1417530192224,44.6107765193339,4.000000003,0.0,7.533037284140362,-0.5730659025792617,4.54354077219809,0.0,-15.410334346504618,7.4517374517374835,187.0307950273977
1968-08-01,Germany,8957.48786140984,30.0718172463428,45.620650367957,4.000000003,0.0,7.494085886260439,-0.5170742744354806,4.520047291716566,-0.23202291132502495,2.263744160977388,19.179229480736957,189.6103403121013
1968-09-01,Germany,9216.14680780777,30.0718172463428,51.7279826905823,4.000000003,0.0,7.472735214219818,-0.28490028490019137,4.507169664104842,0.0,13.387210119465909,14.149274849663907,195.08558198812653
1968-10-01,Germany,9073.58320385322,30.1417530192224,52.2890237175951,4.000000003,0.0,7.4476770882861025,-0.3353273629451259,4.492055890926737,0.2325625096305295,1.0845986984815204,12.057712126416863,192.0678236746157
1968-11-01,Germany,10893.8829270529,30.3515603378613,57.618913474217,4.000000003,0.0,7.4783329606963465,0.4116165624105772,4.5105459369665315,0.6960687339754301,10.193133047210456,17.929790026246685,230.59956999970552
1968-12-01,Germany,9949.87757208165,30.4214961107409,54.2606821839545,4.000000003,0.0,7.474450197353079,-0.051920172098174344,4.5082040537534915,0.23041903645513173,-5.828348866323596,10.13502521555225,210.61705041587518
1969-01-01,Germany,8577.02890496556,30.4914318836205,49.5639673006757,4.000000003,0.0,7.470589247287019,-0.05165530526147766,4.505875327187715,0.22988932768137627,-8.655834564254105,17.477203647416427,181.55685999235988
1969-02-01,Germany,8391.61290974456,30.6313034293798,52.5454996156581,4.000000003,0.0,7.462932055815203,-0.10249782471438706,4.501256902993005,0.45872409761915645,6.015523932729572,17.892465383923618,177.6320106934151
1969-03-01,Germany,8110.10652370857,30.7012279004215,54.372890389357,4.000000003,0.0,7.417807873087304,-0.6046441584944828,4.474040316070228,0.22827781783074652,3.477730323367889,15.413405920381052,171.6731389112643
1969-04-01,Germany,8818.49787589416,30.7012279004215,56.1281473167257,4.000000003,0.0,7.376938408221819,-0.5509641873276849,4.449389956202079,0.0,3.228183962264164,15.048463939543266,186.66822765045444
1969-05-01,Germany,11569.9399961193,30.7711636733011,57.4345714224842,4.000000003,0.0,7.373430203731748,-0.04755637496121068,4.447273987631021,0.22779470940521573,2.327573896901436,16.748126425545685,244.91021299687122
1969-06-01,Germany,10087.1957021315,30.7711636733011,57.9154637313523,4.000000003,0.0,7.333138235405311,-0.5464480874321498,4.422971943982744,0.0,0.8372871895059308,9.817629179331266,213.5237735700247
1969-07-01,Germany,10103.2519891329,30.7711636733011,50.7982575601039,4.000000003,0.0,7.29328422325638,-0.5434782608694122,4.3989340529828445,0.0,-12.288956545806828,13.869924541861312,213.86364989356403
1969-08-01,Germany,10701.2383883869,30.7012279004215,50.6139155083711,4.000000003,0.0,7.237374708606804,-0.7665890007590215,4.365212308382035,-0.22727698445892397,-0.362890501735591,10.945186226282445,226.52170831561733
1969-09-01,Germany,12296.8558345615,30.7012279004215,56.4246975738611,4.000000003,0.0,7.21786696006609,-0.2695417789756793,4.3534462374699565,0.0,11.480601741884499,9.07964053300283,260.2974244157197
1969-10-01,Germany,10691.554906366,30.7711636733011,58.7009211691703,3.999999999,-1.000000082740371e-07,7.195519011995744,-0.30961983912960456,4.339967104232908,0.22779470940521573,4.034090909090948,12.262415695892237,226.3167302738051
1969-11-01,Germany,8781.93504187102,30.8410994461807,64.2151529775249,3.66000000266,-8.499999910625,6.563669652410082,-8.78115058180372,3.95886805760947,0.22727698445892397,9.39377389404694,11.448045625260782,185.89427277502898
1969-12-01,Germany,7033.71780183307,31.0509067648196,59.2218878371107,3.66000000266,0.0,6.573263893425935,0.1461719057163302,3.9646548104940726,0.6802848225466951,-7.775836245631651,9.143279172821162,148.88835426844162
1970-01-01,Germany,7018.19587475877,31.4005743273798,54.6774555183068,3.66000000266,0.0,6.629700704022784,0.8585812392728265,3.9986945928989024,1.1261106324803594,-7.673568818514065,10.316946959896377,148.55978917068276
1970-02-01,Germany,7184.09878412972,31.4705101002594,58.0437016803838,3.66000000266,0.0,6.609495584675117,-0.3047666893228884,3.986507903771991,0.22272131761176261,6.15655233069492,10.463697376449122,152.0715893083212
1970-03-01,Germany,7362.27280802484,31.6103816460187,60.6405201482717,3.66000000266,0.0,6.604113178765441,-0.08143444292717517,3.9832615132683067,0.444452744215762,4.473902236951077,11.527122641509457,155.8431419833826
1970-04-01,Germany,7521.38128438009,31.7502531917779,60.183672454847,3.66000000266,0.0,6.58164713350717,-0.3401826202874103,3.9697111498795707,0.4424861025897231,-0.7533703409991599,7.2254747965158295,159.21111890001671
1970-05-01,Germany,7851.03133611603,31.7502531917779,65.4414283651386,3.66000000266,0.0,6.5645962341975705,-0.2590673575128877,3.9594269241026834,0.0,8.736183246770546,13.940831705274848,166.1890863235434
1970-06-01,Germany,8847.78142451031,31.8201889646576,60.7046391227875,3.66000000266,0.0,6.545143305299491,-0.296330927357602,3.9476939175804433,0.2202683942621686,-7.238211879975487,4.815942430113518,187.2880960448706
1970-07-01,Germany,10011.508173211,31.8201889646576,54.8056934673384,3.66000000266,0.0,6.5115784678363875,-0.5128205128209551,3.9274493333877056,0.0,-9.717454449432239,7.888923950773208,211.92163485233522
1970-08-01,Germany,10275.5049281498,31.8201889646576,52.5294698720292,3.66000000266,0.0,6.5115784678363875,0.0,3.9274493333877056,0.0,-4.153261187481771,3.7846397466350767,217.5098662091297
1970-09-01,Germany,11332.2461244806,31.8201889646576,59.021516041749,3.66000000266,0.0,6.478356128714782,-0.510204081632526,3.907411326584712,0.0,12.358864815379889,4.602272727272672,239.878755897646
1970-10-01,Germany,11917.2390651046,31.9600492085789,61.2256057907279,3.66000000266,0.0,6.473801047176239,-0.07031230528301569,3.9046639356041006,0.43953304009805017,3.7343834872351156,4.300928454396313,252.2617713443937
1970-11-01,Germany,13594.8659187471,32.0999207543382,64.0147811821631,3.66000000266,0.0,6.469294254291177,-0.06961586944392861,3.9019456698564663,0.4376449637059743,4.555570100798589,-0.3120319520720005,287.77344644319857
1970-12-01,Germany,13623.7192993405,32.309728072977,60.183672454847,3.66000000266,0.0,6.478856514741445,0.14780994764498345,3.9077131337082167,0.6536069675824541,-5.984725178414885,1.6240357287860885,288.3842091255616
